Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Brand,Dosage Form,Manufacturing Site,First Line Designation,Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),scheduled_year,scheduled_month,scheduled_quarter,delay_days,delayed
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,32070,81137.1,1727.0,1791.42,2010,8,3,0,0
Haiti,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,No,96,431.04,,,2012,12,4,0,0
South Africa,South Africa Field Office,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Cipla, Patalganga, India",No,114,7956.64,,,2013,4,2,0,0
Kenya,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,1,80.0,822.0,8664.89,2010,2,1,3,1
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,9935,884215.0,4038.0,59711.34,2014,7,3,0,0
Haiti,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,CIPLA LIMITED,Generic,Oral solution,"Cipla, Goa, India",Yes,936,1825.2,,,2014,9,3,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,22700,71505.0,,,2015,7,3,0,0
Mozambique,PMO - US,Direct Drop,CIP,Air,ARV,Adult,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Norvir,Capsule,ABBVIE (Abbott) Logis. UK,Yes,320,3312.0,,,2010,6,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,4750,380000.0,1930.0,23013.2,2015,2,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,Yes,4,93.81,,,2014,7,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral solution,"Aurobindo Unit III, India",Yes,11628,34884.0,4382.0,2154.52,2010,8,3,150,1
Guyana,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,Yes,20,1216.4,52.0,1152.9,2013,5,2,0,0
"Congo, DRC",PMO - US,Direct Drop,DDP,Truck,HRDT,HIV test,WAGENIA,Determine,Test kit,"Alere Medical Co., Ltd.",No,2500,287975.0,,,2014,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,CIPLA LIMITED,Generic,Tablet,"Cipla, Goa, India",Yes,11574,90508.68,793.0,916.22,2010,7,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,13,283.8,,,2015,6,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Isentress,Tablet,"MSD, Haarlem, NL",No,6,366.99,,,2015,1,1,0,0
Uganda,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,165179,1072011.71,37127.0,33981.11,2013,11,4,0,0
"Congo, DRC",PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",No,30,960.0,,,2014,4,2,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,20000,162000.0,4168.0,6717.79,2014,11,4,0,0
Tanzania,PMO - US,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,20000,674000.0,4727.0,21584.02,2011,10,4,0,0
Kenya,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,8276,736564.0,2050.0,23226.6,2011,9,3,0,0
Cameroon,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,Test kit,"Orasure Technologies, Inc",Yes,2000,700000.0,5006.0,88560.19,2013,10,4,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,3073,273497.0,1248.0,20602.3,2013,11,4,-2,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,Reyataz,Capsule,"BMS Evansville, US",No,3,47.7,,,2015,5,2,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,39045,320559.45,5092.0,7312.6,2013,7,3,0,0
Sudan,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,Test kit - Ancillary,"Alere Medical Co., Ltd.",Yes,4,32.0,2.0,942.64,2012,1,1,0,0
Tanzania,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,Yes,268,8259.76,261.0,2569.33,2014,8,3,0,0
Ethiopia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,Chembio Diagnostics Sys. Inc.,Yes,44,1276.0,,,2012,5,2,0,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,4560,62335.2,561.0,5610.17,2012,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,CIPLA LIMITED,Generic,Tablet,"Cipla, Goa, India",Yes,57925,157556.0,6220.0,7175.28,2012,1,1,0,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,60300,186327.0,3539.0,16769.43,2010,4,2,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,"Aurobindo Unit III, India",Yes,15624,22654.8,1056.0,2160.52,2010,5,2,0,0
South Africa,South Africa Field Office,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Cipla, Goa, India",No,265,4896.7,,,2013,4,2,0,0
Botswana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,5,360.0,3.0,787.28,2010,4,2,0,0
Uganda,PMO - US,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,Tablet,ABBVIE Ludwigshafen Germany,Yes,429,2938.65,62.0,1060.22,2012,5,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,5000,185776.9,,,2015,1,1,0,0
South Sudan,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,Test kit - Ancillary,"Alere Medical Co., Ltd.",No,45,225.0,,,2013,8,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,76554,181432.98,,,2011,1,1,32,1
Zambia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,5500,176000.0,1907.0,17975.84,2010,2,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Aurobindo Unit III, India",Yes,2000,19410.49,,,2009,10,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,CIPLA LIMITED,Generic,Tablet,"Cipla, Goa, India",Yes,54008,349431.76,3658.0,12796.59,2011,7,3,0,0
South Sudan,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,749,23968.0,262.0,4669.02,2012,9,3,0,0
Kenya,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,2578,229442.0,1427.0,15353.45,2010,11,4,0,0
Tanzania,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,504,40320.0,204.0,2788.07,2014,12,4,0,0
Uganda,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,3047,243760.0,1323.0,16337.04,2013,7,3,0,0
Ghana,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Capsule,"Aurobindo Unit III, India",Yes,33000,51480.0,2343.0,20464.55,2014,6,2,0,0
South Africa,South Africa Field Office,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Ziagen,Oral solution,GSK Mississauga (Canada),No,42,870.41,,,2013,4,2,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,3096,32508.0,,,2014,9,3,0,0
Uganda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Isentress,Tablet,"MSD, Haarlem, NL",Yes,390,21645.0,39.0,433.0,2012,10,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Cipla, Goa, India",Yes,29672,524304.06,,,2009,9,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Isentress,Tablet,"MSD, Haarlem, NL",No,12,789.03,,,2015,8,3,0,0
South Sudan,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Chewable/dispersible tablet,"Aurobindo Unit III, India",Yes,625,781.25,34.0,1191.93,2013,5,2,0,0
Mozambique,PMO - US,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,250000,2027500.0,34074.0,146734.85,2014,2,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Aurobindo Unit III, India",No,50,3857.34,,,2014,8,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Videx,Chewable/dispersible tablet,"BMS Meymac, France",No,8,121.46,,,2009,12,4,0,0
Uganda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,ASPEN PHARMACARE,Prezista,Tablet,"Aspen-OSD, Port Elizabeth, SA",No,287,19114.2,,,2013,11,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Aurobindo Unit III, India",No,32,790.81,,,2014,1,1,0,0
South Sudan,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",No,10,320.0,,,2015,7,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,70030,513319.9,3534.0,17919.41,2011,4,2,0,0
South Sudan,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,Test kit - Ancillary,"Alere Medical Co., Ltd.",No,115,575.0,,,2013,7,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,Delayed-release capsules,"Aurobindo Unit III, India",No,6,91.48,,,2014,11,4,0,0
"Congo, DRC",PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",No,9,288.0,,,2015,7,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Oral solution,"Aurobindo Unit III, India",No,191,4145.72,,,2014,12,4,0,0
Burundi,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,2796,223680.0,1133.0,20572.96,2013,11,4,0,0
South Sudan,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",No,250,22250.0,,,2013,9,3,0,0
Rwanda,PMO - US,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,Tablet,ABBVIE Ludwigshafen Germany,Yes,110,753.5,43.0,1046.02,2012,2,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,CIP,Air,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Atripla,Tablet - FDC,"MSD, Haarlem, NL",Yes,6960,350784.0,,,2009,12,4,0,0
Haiti,PMO - US,Direct Drop,DAP,Air,HRDT,HIV test,REINBOLD EXPORT IMPORT,Determine,Test kit,"Alere Medical Co., Ltd.",Yes,4000,466000.0,,,2012,12,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,124312,826674.8,11603.0,10748.8,2011,9,3,7,1
Malawi,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,60000,689400.0,6778.0,15020.21,2013,7,3,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,7000,56700.0,974.0,1069.31,2015,1,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),Genie,Test kit,Bio-Rad Laboratories,Yes,900,81900.0,,,2013,6,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Capsule,"Aurobindo Unit III, India",Yes,4910,18698.88,,,2009,8,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Capsule,"Aurobindo Unit III, India",No,46,1196.97,,,2014,2,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Videx EC,Delayed-release capsules - blister,"BMS Meymac, France",No,30,846.07,,,2009,12,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Delayed-release capsules,"Aurobindo Unit III, India",No,8,136.19,,,2014,8,3,0,0
"Congo, DRC",PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",No,70,2240.0,,,2014,11,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,151,2399.39,749.0,7488.39,2010,7,3,0,0
Zimbabwe,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,Test kit - Ancillary,"Alere Medical Co., Ltd.",No,6500,32500.0,,,2015,5,2,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,"Aurobindo Unit III, India",No,10416,15103.2,,,2010,3,1,0,0
Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit VII, IN",Yes,18000,83700.0,1764.0,13959.22,2014,7,3,-1,0
Zambia,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,6160,40040.0,356.0,2543.67,2014,2,1,0,0
Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,78000,170040.0,5163.0,41158.49,2014,6,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,11,332.32,,,2014,11,4,0,0
Uganda,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,MICRO LABS LIMITED,Generic,Capsule,"Micro labs, Verna, Goa, India",Yes,168,336.0,8.0,1021.34,2013,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,CIPLA LIMITED,Generic,Tablet,"Cipla, Goa, India",Yes,82500,565950.0,5624.0,7378.63,2011,4,2,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,4817,385360.0,2305.0,43338.93,2009,11,4,0,0
Swaziland,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC + co-blister,"Aurobindo Unit III, India",Yes,20000,272000.0,3295.0,17214.74,2012,2,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Delayed-release capsules,"Aurobindo Unit III, India",No,58,1068.21,,,2014,2,1,0,0
Tanzania,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Videx,Chewable/dispersible tablet,Bristol-Myers Squibb Anagni IT,No,3000,21000.0,,,2012,3,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,Delayed-release capsules,"Aurobindo Unit III, India",No,6,85.3,,,2015,2,1,0,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,250,2.5,24.0,280.23,2009,11,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Oral solution,"Aurobindo Unit III, India",No,36,228.01,,,2014,12,4,0,0
Haiti,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,4500,450000.0,1825.0,17758.82,2014,8,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,Yes,100,4835.18,,,2009,10,4,0,0
Zambia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,2835,226800.0,1094.0,24400.67,2011,7,3,3,1
Haiti,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,740,27750.0,203.0,2228.92,2009,12,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,No,1680,12600.0,,,2010,3,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,Reyataz,Capsule,"BMS Evansville, US",No,6,132.03,,,2014,8,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,Tablet,"Aurobindo Unit III, India",No,7,174.67,,,2015,4,2,0,0
Zambia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,7000,224000.0,2304.0,33525.96,2010,11,4,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,10560,381849.6,2598.0,15873.33,2009,11,4,0,0
South Africa,South Africa Field Office,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Retrovir,Tablet,GSK Aranda,No,2,31.73,,,2013,4,2,0,0
Namibia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,520,16640.0,177.0,3496.34,2011,3,1,0,0
Haiti,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Videx,Chewable/dispersible tablet,Bristol-Myers Squibb Anagni IT,Yes,120,840.0,26.0,575.17,2012,6,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,120,541.2,10.0,19518.98,2011,2,1,31,1
Mali,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,150,12000.0,66.0,2572.91,2015,2,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,CIPLA LIMITED,Generic,Tablet,"Cipla, Goa, India",Yes,112595,728489.65,7991.0,9972.68,2011,12,4,0,0
Haiti,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",No,2160,24840.0,,,2013,8,3,0,0
Tanzania,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,Test kit,"Standard Diagnostics, Korea",Yes,11990,287760.0,3997.0,28620.81,2010,2,1,0,0
Haiti,PMO - US,Direct Drop,EXW,Ocean,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral solution,"Aurobindo Unit III, India",No,1650,2359.5,,,2014,10,4,0,0
Tanzania,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,11500,62445.0,632.0,4168.19,2013,12,4,0,0
Rwanda,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,63410,278369.9,6589.0,17075.43,2013,1,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,Ziagen,Oral solution,GSK Mississauga (Canada),Yes,32000,320640.0,12374.0,11865.62,2011,7,3,0,0
Uganda,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,6000,480000.0,2432.0,23178.68,2014,6,2,0,0
Burundi,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,2018,161440.0,,,2015,8,3,0,0
Haiti,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,31806,210237.66,,,2015,4,2,0,0
Rwanda,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,206475,501734.25,12077.0,19328.36,2011,3,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Aurobindo Unit III, India",No,91,6925.86,,,2014,8,3,0,0
Haiti,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,CIPLA LIMITED,Generic,Chewable/dispersible tablet - FDC,"Cipla, Goa, India",Yes,408,775.2,26.0,304.63,2012,6,2,0,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,5244,91665.12,,,2011,1,1,0,0
South Sudan,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,Test kit - Ancillary,"Alere Medical Co., Ltd.",No,115,920.0,,,2014,12,4,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,6360,566040.0,2579.0,28759.53,2015,5,2,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,898,79922.0,364.0,6522.64,2013,11,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,15945,35876.25,1479.0,5180.86,2012,12,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,9572,43169.72,,,2010,10,4,112,1
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Cipla, Goa, India",No,757,11261.49,,,2014,2,1,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,No,540,8100.0,,,2011,2,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,1800,144000.0,730.0,10351.26,2013,11,4,0,0
